Order Number,Package,Name,Execution_Type,Priority,Status,Type,Created By,Created At,Last Updated At,Objective,Description,Notes,Pre Condition,Post Condition,Step Number,Step Description,Step Expected Result,Test_Script_Entry,Test_Script_Expected_Result
853,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","02-scan","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-14","insert a picture by scanning from Writer","Check if the Writer application handles the scanning support","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Writer"" icon","Writer starts","",""
"","","","","","","","","","","","","","","",4,"In the Writer window, click on ""Insert""","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",5,"Select ""Picture"" in the drop-down menu","A drop-right menu opens","",""
"","","","","","","","","","","","","","","",6,"Select ""Scan""","A drop-right menu opens","",""
"","","","","","","","","","","","","","","",7,"Click on ""Select Source""","A ""Scanner"" window opens","",""
"","","","","","","","","","","","","","","",8,"Select a device","-","",""
"","","","","","","","","","","","","","","",9,"Click on ""Scan""","The scanning operation starts properly","",""
854,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","03-create-writer","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","Create a new Writer document","Check for Writer starting properly","","","",1,"Click on ""Applications"" in the top bar","-","",0
"","","","","","","","","","","","","","","",2,"Click on ""Office"" on the left","-","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Writer"" icon","Writer starts","",""
855,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","04-open-odt","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","open an odt file with Writer","Check if Writer is able to open odt files","","","",1,"Click on ""File"" on the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on Open","A file manager window opens","",""
"","","","","","","","","","","","","","","",3,"Select an odt file","-","",""
"","","","","","","","","","","","","","","",4,"Click on ""Open""","The odt file is correctly opened in Writer","",""
856,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","05-open-doc","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","open a doc file with Writer","Check if Writer is able to open doc files","","","",1,"Click on ""File"" on the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on Open","A file manager window opens","",""
"","","","","","","","","","","","","","","",3,"Select a doc file","-","",""
"","","","","","","","","","","","","","","",4,"Click on ""Open""","The doc file is correctly opened in Writer","",""
857,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","06-open-docx","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","open a docx file with Writer","Check if Writer is able to open docx files","","","",1,"Click on ""File"" on the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on Open","A file manager window opens","",""
"","","","","","","","","","","","","","","",3,"Select a docx file","-","",""
"","","","","","","","","","","","","","","",4,"Click on ""Open""","The docx file is correctly opened in Writer","",""
858,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","07-open-rtf","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","open an rtf file with Writer","Check if Writer is able to open rtf files","","","",1,"Click on ""File"" on the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on Open","A file manager window opens","",""
"","","","","","","","","","","","","","","",3,"Select a rtf file","-","",""
"","","","","","","","","","","","","","","",4,"Click on ""Open""","The rtf file is correctly opened in Writer","",""
859,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","08-open-txt","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","open a txt file with Writer","Check if Writer is able to open txt files","","","",1,"Click on ""File"" on the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on Open","A file manager window opens","",""
"","","","","","","","","","","","","","","",3,"Select a txt file","-","",""
"","","","","","","","","","","","","","","",4,"Click on ""Open""","The txt file is correctly opened in Writer","",""
860,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","09-edit","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","edit a document with Writer","Check if Writer allows to edit documents","","","",1,"Type some letters with the keyboard","The letters are printed on the Writer page","",0
861,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","0A-save-odt","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","save an odt file with Writer","Check if Writer allows to save odt documents","","","",1,"Click on ""File"" on the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on ""Save""","a file manager window opens","",""
"","","","","","","","","","","","","","","",3,"Select a directory","-","",""
"","","","","","","","","","","","","","","",4,"Select ""ODT Text Document (.odt)"" with the ""All formats"" drop-down menu","-","",""
"","","","","","","","","","","","","","","",5,"Click on ""Save""","The document has been correctly saved in odt format in the selected directory","",""
862,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","0B-save-doc","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","save a doc file","Check if Writer allows to save doc documents","","","",1,"Click on ""File"" on the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on ""Save""","a file manager window opens","",""
"","","","","","","","","","","","","","","",3,"Select a directory","-","",""
"","","","","","","","","","","","","","","",4,"Select ""Microsoft Word 97/2000/XP/2003 (.doc)"" with the ""All formats"" drop-down menu","-","",""
"","","","","","","","","","","","","","","",5,"Click on ""Save""","The document has been correctly saved in doc format in the selected directory","",""
863,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","0C-save-docx","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","save a docx file with Writer","Check if Writer allows to save docx documents","","","",1,"Click on ""File"" on the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on ""Save""","a file manager window opens","",""
"","","","","","","","","","","","","","","",3,"Select a directory","-","",""
"","","","","","","","","","","","","","","",4,"Select ""Microsoft Word 2007/2010 XML (.docx)"" with the ""All formats"" drop-down menu","-","",""
"","","","","","","","","","","","","","","",5,"Click on ""Save""","The document has been correctly saved in docx format in the selected directory","",""
864,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","0D-save-rtf","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","save an rtf file with Writer","Check if Writer allows to save rtf documents","","","",1,"Click on ""File"" on the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on ""Save""","a file manager window opens","",""
"","","","","","","","","","","","","","","",3,"Select a directory","-","",""
"","","","","","","","","","","","","","","",4,"Select ""Rich Text Format (.rtf)"" with the ""All formats"" drop-down menu","-","",""
"","","","","","","","","","","","","","","",5,"Click on ""Save""","The document has been correctly saved in rtf format in the selected directory","",""
865,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","0E-save-txt","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","save a txt file with Writer","Check if Writer allows to save txt documents","","","",1,"Click on ""File"" on the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on ""Save""","a file manager window opens","",""
"","","","","","","","","","","","","","","",3,"Select a directory","-","",""
"","","","","","","","","","","","","","","",4,"Select ""Text (.txt)"" with the ""All formats"" drop-down menu","-","",""
"","","","","","","","","","","","","","","",5,"Click on ""Save""","The document has been correctly saved in txt format in the selected directory","",""
866,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","0F-formatting","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","apply several text style (bold, italic  ...)","Check if Writer allows to modify text style","","","",1,"Select the text already typped","-","",0
"","","","","","","","","","","","","","","",2,"Click on the ""Bold"" button","The text is in bold style","",""
"","","","","","","","","","","","","","","",3,"Click on the ""Italic"" button","The text is in bold and italic style","",""
"","","","","","","","","","","","","","","",4,"Click on the ""Underline"" button","The text is in bold, italic and underlined style","",""
"","","","","","","","","","","","","","","",5,"Click on others style buttons","The text style is applied to the text","",""
867,"IvyBridge|Q2_13|D0-office_productivity|10-libreoffice|20-writer","0G-odt-doc-conversion","Manual","P1","Designed","Functional positive","elebideau","2013-03-07","2013-03-12","odt>doc>odt","Check if Writer is able to convert an odt file into a doc file, and to convert this doc file into an odt file while respecting the format","","","",1,"Click on ""File"" on the top-left bar","A drop-down menu opens","",0
"","","","","","","","","","","","","","","",2,"Click on ""Open""","A file manager window opens","",""
"","","","","","","","","","","","","","","",3,"Select an odt file","-","",""
"","","","","","","","","","","","","","","",4,"Click on ""Open""","The odt file is correctly opened in Writer","",""
"","","","","","","","","","","","","","","",5,"Click on ""File"" on the top-left bar","A drop-down menu opens","",""
"","","","","","","","","","","","","","","",6,"Click on ""Save As...""","A file manager window opens","",""
